時間,論理ID,タグID,中継器ID,送信番号,電波強度,電源電圧,piNo
2023/05/16 16:41:20.429,1,82019EBB,No Relay,816,156,2830,3
2023/05/16 16:41:20.429,1,82019EBB,No Relay,816,213,2830,6
2023/05/16 16:41:21.101,1,8201A0FF,No Relay,841,195,3050,6
2023/05/16 16:41:21.101,1,8201A0FF,No Relay,841,150,3050,3
2023/05/16 16:41:21.382,1,82019B41,No Relay,894,138,2940,3
2023/05/16 16:41:21.382,1,82019B41,No Relay,894,195,2940,6
2023/05/16 16:41:21.945,1,82019F0C,No Relay,828,159,3120,3
2023/05/16 16:41:22.007,1,82019F0C,No Relay,828,168,3120,6
2023/05/16 16:41:22.007,1,82019CFB,No Relay,881,171,2690,3
2023/05/16 16:41:22.007,1,82019CFB,No Relay,881,177,2690,6
2023/05/16 16:41:22.007,1,82019543,No Relay,899,171,2880,3
2023/05/16 16:41:22.148,1,82019543,No Relay,899,210,2880,6
2023/05/16 16:41:22.257,1,82019A5C,No Relay,821,174,3050,3
2023/05/16 16:41:22.257,1,82019A5C,No Relay,821,177,3050,6
2023/05/16 16:41:23.133,1,82018DBB,No Relay,843,192,2960,6
2023/05/16 16:41:23.133,1,82018DBB,No Relay,843,156,2960,3
2023/05/16 16:41:23.273,1,82019EBB,No Relay,817,141,2830,3
2023/05/16 16:41:23.320,1,82019EBB,No Relay,817,219,2830,6
2023/05/16 16:41:23.883,1,8201A0FF,No Relay,842,195,3050,6
2023/05/16 16:41:23.883,1,8201A0FF,No Relay,842,156,3050,3
2023/05/16 16:41:24.086,1,82019B41,No Relay,895,156,2940,3
2023/05/16 16:41:24.086,1,82019B41,No Relay,895,198,2940,6
2023/05/16 16:41:24.445,1,82019CFB,No Relay,882,162,2690,3
2023/05/16 16:41:24.445,1,82019CFB,No Relay,882,174,2690,6
2023/05/16 16:41:24.570,1,82019543,No Relay,900,210,2880,6
2023/05/16 16:41:24.586,1,82019543,No Relay,900,162,2880,3
2023/05/16 16:41:24.804,1,82019A5C,No Relay,822,174,3050,3
2023/05/16 16:41:24.898,1,82019C9E,No Relay,842,183,2980,6
2023/05/16 16:41:24.976,1,82019C9E,No Relay,842,132,2980,3
2023/05/16 16:41:25.086,1,82019CF3,No Relay,807,171,2685,3
2023/05/16 16:41:25.086,1,82019CF3,No Relay,807,183,2685,6
2023/05/16 16:41:25.680,1,82019EBB,No Relay,818,216,2840,6
2023/05/16 16:41:25.976,1,82018DBB,No Relay,844,192,2940,6
2023/05/16 16:41:25.992,1,82018DBB,No Relay,844,147,2940,3
2023/05/16 16:41:26.492,1,8201A0FF,No Relay,843,195,3050,6
2023/05/16 16:41:26.758,1,82019B41,No Relay,896,195,2940,6
2023/05/16 16:41:26.758,1,82019B41,No Relay,896,162,2940,3
2023/05/16 16:41:27.117,1,82019F0C,No Relay,830,159,3130,6
2023/05/16 16:41:27.258,1,82019A5C,No Relay,823,171,3050,3
2023/05/16 16:41:27.351,1,82019A5C,No Relay,823,180,3050,6
2023/05/16 16:41:27.523,1,82019543,No Relay,901,207,2880,6
2023/05/16 16:41:27.867,1,82019CF3,No Relay,808,171,2690,3
2023/05/16 16:41:27.867,1,82019CF3,No Relay,808,180,2690,6
2023/05/16 16:41:28.055,1,82019EBB,No Relay,819,150,2830,3
2023/05/16 16:41:28.055,1,82019EBB,No Relay,819,216,2830,6
2023/05/16 16:41:29.133,1,8201A0FF,No Relay,844,195,3050,6
2023/05/16 16:41:29.195,1,82019B41,No Relay,897,159,2940,3
2023/05/16 16:41:29.336,1,82019B41,No Relay,897,195,2940,6
2023/05/16 16:41:29.898,1,82019CFB,No Relay,884,168,2690,3
2023/05/16 16:41:29.898,1,82019543,No Relay,902,168,2880,3
2023/05/16 16:41:29.930,1,82019CFB,No Relay,884,171,2690,6
2023/05/16 16:41:29.945,1,82019543,No Relay,902,207,2880,6
2023/05/16 16:41:30.039,1,82019C9E,No Relay,844,183,2980,6
2023/05/16 16:41:30.086,1,82019A5C,No Relay,824,159,3050,3
2023/05/16 16:41:30.101,1,82019A5C,No Relay,824,177,3050,6
2023/05/16 16:41:30.508,1,82019CF3,No Relay,809,171,2690,3
2023/05/16 16:41:30.851,1,82019EBB,No Relay,820,150,2830,3
2023/05/16 16:41:30.871,1,82019EBB,No Relay,820,213,2830,6
2023/05/16 16:41:31.459,1,82018DBB,No Relay,846,189,2950,6
2023/05/16 16:41:31.725,1,8201A0FF,No Relay,845,195,3050,6
2023/05/16 16:41:31.725,1,8201A0FF,No Relay,845,153,3050,3
2023/05/16 16:41:31.944,1,82019B41,No Relay,898,195,2940,6
2023/05/16 16:41:31.959,1,82019B41,No Relay,898,156,2940,3
2023/05/16 16:41:32.366,1,82019CFB,No Relay,885,168,2690,3
2023/05/16 16:41:32.381,1,82019CFB,No Relay,885,171,2690,6
2023/05/16 16:41:32.459,1,82019A5C,No Relay,825,177,3050,6
2023/05/16 16:41:32.475,1,82019A5C,No Relay,825,177,3050,3
2023/05/16 16:41:32.600,1,82019C9E,No Relay,845,183,2980,6
2023/05/16 16:41:32.616,1,82019C9E,No Relay,845,144,2980,3
2023/05/16 16:41:33.094,1,82019CF3,No Relay,810,180,2690,6
2023/05/16 16:41:33.109,1,82019CF3,No Relay,810,177,2690,3
2023/05/16 16:41:33.406,1,82019EBB,No Relay,821,216,2840,6
2023/05/16 16:41:33.406,1,82019EBB,No Relay,821,156,2840,3
2023/05/16 16:41:33.922,1,82018DBB,No Relay,847,189,2940,6
2023/05/16 16:41:33.937,1,82018DBB,No Relay,847,162,2940,3
2023/05/16 16:41:34.469,1,8201A0FF,No Relay,846,159,3050,3
2023/05/16 16:41:34.484,1,8201A0FF,No Relay,846,195,3050,6
2023/05/16 16:41:34.766,1,82019B41,No Relay,899,195,2940,6
2023/05/16 16:41:34.766,1,82019B41,No Relay,899,156,2940,3
2023/05/16 16:41:34.859,1,82019F0C,No Relay,833,159,3120,3
2023/05/16 16:41:34.891,1,82019F0C,No Relay,833,162,3120,6
2023/05/16 16:41:35.062,1,82019A5C,No Relay,826,180,3050,3
2023/05/16 16:41:35.109,1,82019CFB,No Relay,886,171,2690,6
2023/05/16 16:41:35.109,1,82019CFB,No Relay,886,168,2690,3
2023/05/16 16:41:35.344,1,82019543,No Relay,904,159,2880,3
2023/05/16 16:41:35.359,1,82019543,No Relay,904,207,2880,6
2023/05/16 16:41:35.641,1,82019CF3,No Relay,811,171,2690,3
2023/05/16 16:41:35.656,1,82019CF3,No Relay,811,183,2690,6
2023/05/16 16:41:36.141,1,82019EBB,No Relay,822,216,2830,6
2023/05/16 16:41:36.141,1,82019EBB,No Relay,822,159,2830,3
2023/05/16 16:41:36.750,1,82018DBB,No Relay,848,192,2940,6
2023/05/16 16:41:36.750,1,82018DBB,No Relay,848,159,2940,3
2023/05/16 16:41:36.953,1,8201A0FF,No Relay,847,156,3050,3
2023/05/16 16:41:36.953,1,8201A0FF,No Relay,847,195,3050,6
2023/05/16 16:41:37.203,1,82019F0C,No Relay,834,156,3120,3
2023/05/16 16:41:37.219,1,82019F0C,No Relay,834,168,3120,6
2023/05/16 16:41:37.422,1,82019B41,No Relay,900,153,2940,3
2023/05/16 16:41:37.500,1,82019C9E,No Relay,847,183,2980,6
2023/05/16 16:41:37.625,1,82019C9E,No Relay,847,141,2980,3
2023/05/16 16:41:37.703,1,82019CFB,No Relay,887,174,2690,6
2023/05/16 16:41:37.719,1,82019A5C,No Relay,827,183,3050,6
2023/05/16 16:41:37.828,1,82019CFB,No Relay,887,171,2690,3
2023/05/16 16:41:38.234,1,82019543,No Relay,905,207,2880,6
2023/05/16 16:41:38.422,1,82019CF3,No Relay,812,186,2690,6
2023/05/16 16:41:38.890,1,82019EBB,No Relay,823,159,2840,3
2023/05/16 16:41:39.500,1,8201A0FF,No Relay,848,156,3050,3
2023/05/16 16:41:39.515,1,8201A0FF,No Relay,848,195,3050,6
2023/05/16 16:41:39.547,1,82019F0C,No Relay,835,168,3120,6
2023/05/16 16:41:40.078,1,82019B41,No Relay,901,195,2940,6
2023/05/16 16:41:40.094,1,82019B41,No Relay,901,153,2940,3
2023/05/16 16:41:40.109,1,82019A5C,No Relay,828,180,3050,6
2023/05/16 16:41:40.265,1,82019CFB,No Relay,888,171,2690,6
2023/05/16 16:41:40.469,1,82019C9E,No Relay,848,183,2970,6
2023/05/16 16:41:41.047,1,82019CF3,No Relay,813,180,2690,6
2023/05/16 16:41:41.750,1,82019EBB,No Relay,824,153,2830,3
2023/05/16 16:41:41.984,1,82018DBB,No Relay,850,192,2960,6
2023/05/16 16:41:42.062,1,8201A0FF,No Relay,849,147,3050,3
2023/05/16 16:41:42.234,1,82019F0C,No Relay,836,168,3120,3
2023/05/16 16:41:42.234,1,82019F0C,No Relay,836,156,3120,6
2023/05/16 16:41:42.234,1,8201A0FF,No Relay,849,195,3050,6
2023/05/16 16:41:42.500,1,82019CFB,No Relay,889,171,2690,3
2023/05/16 16:41:42.500,1,82019CFB,No Relay,889,177,2690,6
2023/05/16 16:41:42.734,1,82019A5C,No Relay,829,183,3050,6
2023/05/16 16:41:43.093,1,82019C9E,No Relay,849,183,2970,6
2023/05/16 16:41:43.093,1,82019C9E,No Relay,849,144,2970,3
2023/05/16 16:41:43.578,1,82019543,No Relay,907,162,2880,3
2023/05/16 16:41:43.625,1,82019543,No Relay,907,210,2880,6
2023/05/16 16:41:44.031,1,82019CF3,No Relay,814,180,2690,6
2023/05/16 16:41:44.031,1,82019CF3,No Relay,814,174,2690,3
2023/05/16 16:41:44.516,1,82019F0C,No Relay,837,168,3120,3
2023/05/16 16:41:44.531,1,82019F0C,No Relay,837,150,3120,6
2023/05/16 16:41:44.547,1,82018DBB,No Relay,851,189,2940,6
2023/05/16 16:41:44.687,1,82019EBB,No Relay,825,213,2850,6
2023/05/16 16:41:44.719,1,82019EBB,No Relay,825,156,2850,3
2023/05/16 16:41:44.797,1,8201A0FF,No Relay,850,132,3050,3
2023/05/16 16:41:44.859,1,8201A0FF,No Relay,850,198,3050,6
2023/05/16 16:41:45.125,1,82019A5C,No Relay,830,132,3050,3
2023/05/16 16:41:45.140,1,82019A5C,No Relay,830,183,3050,6
2023/05/16 16:41:45.328,1,82019B41,No Relay,903,195,2940,6
2023/05/16 16:41:45.609,1,82019C9E,No Relay,850,183,2970,6
2023/05/16 16:41:45.625,1,82019C9E,No Relay,850,132,2970,3
2023/05/16 16:41:46.312,1,82019543,No Relay,908,210,2880,6
2023/05/16 16:41:47.016,1,82019F0C,No Relay,838,159,3120,6
2023/05/16 16:41:47.031,1,82019F0C,No Relay,838,177,3120,3
2023/05/16 16:41:47.203,1,82018DBB,No Relay,852,147,2940,3
2023/05/16 16:41:47.344,1,8201A0FF,No Relay,851,195,3050,6
2023/05/16 16:41:47.406,1,8201A0FF,No Relay,851,159,3050,3
2023/05/16 16:41:47.719,1,82019B41,No Relay,904,177,2940,3
2023/05/16 16:41:47.734,1,82019B41,No Relay,904,204,2940,6
2023/05/16 16:41:47.750,1,82019A5C,No Relay,831,183,3050,6
2023/05/16 16:41:47.765,1,82019A5C,No Relay,831,159,3050,3
2023/05/16 16:41:47.937,1,82019CFB,No Relay,891,177,2690,6
2023/05/16 16:41:47.953,1,82019CFB,No Relay,891,177,2690,3
2023/05/16 16:41:48.937,1,82019543,No Relay,909,159,2880,3
2023/05/16 16:41:49.250,1,82019CF3,No Relay,816,180,2685,6
2023/05/16 16:41:49.687,1,82019F0C,No Relay,839,168,3120,6
2023/05/16 16:41:49.687,1,82019F0C,No Relay,839,177,3120,3
2023/05/16 16:41:49.875,1,82019EBB,No Relay,827,216,2840,6
2023/05/16 16:41:49.906,1,8201A0FF,No Relay,852,195,3050,6
2023/05/16 16:41:49.906,1,8201A0FF,No Relay,852,159,3050,3
2023/05/16 16:41:50.156,1,82019A5C,No Relay,832,177,3050,6
2023/05/16 16:41:50.156,1,82019A5C,No Relay,832,168,3050,3
2023/05/16 16:41:50.328,1,82019B41,No Relay,905,198,2940,6
2023/05/16 16:41:50.406,1,82019CFB,No Relay,892,180,2690,3
2023/05/16 16:41:50.531,1,82019CFB,No Relay,892,174,2690,6
2023/05/16 16:41:50.609,1,82019C9E,No Relay,852,120,2970,3
2023/05/16 16:41:50.734,1,82019C9E,No Relay,852,183,2970,6
2023/05/16 16:41:52.468,1,82019EBB,No Relay,828,171,2840,3
2023/05/16 16:41:52.609,1,82019EBB,No Relay,828,216,2840,6
2023/05/16 16:41:52.672,1,82018DBB,No Relay,854,141,2950,3
2023/05/16 16:41:52.672,1,82019F0C,No Relay,840,177,3120,3
2023/05/16 16:41:52.719,1,82018DBB,No Relay,854,192,2950,6
2023/05/16 16:41:52.719,1,82019F0C,No Relay,840,168,3120,6
2023/05/16 16:41:52.875,1,82019A5C,No Relay,833,171,3050,3
2023/05/16 16:41:52.937,1,82019A5C,No Relay,833,177,3050,6
2023/05/16 16:41:53.031,1,82019B41,No Relay,906,174,2940,3
2023/05/16 16:41:53.078,1,82019B41,No Relay,906,198,2940,6
2023/05/16 16:41:53.218,1,82019CFB,No Relay,893,180,2690,3
2023/05/16 16:41:53.281,1,82019CFB,No Relay,893,171,2690,6
2023/05/16 16:41:53.437,1,82019C9E,No Relay,853,186,2970,6
2023/05/16 16:41:54.094,1,82019543,No Relay,911,159,2880,3
2023/05/16 16:41:54.219,1,82019543,No Relay,911,207,2880,6
2023/05/16 16:41:54.359,1,82019CF3,No Relay,818,177,2690,3
2023/05/16 16:41:54.422,1,82019CF3,No Relay,818,180,2690,6
2023/05/16 16:41:55.000,1,82019EBB,No Relay,829,216,2840,6
2023/05/16 16:41:55.141,1,8201A0FF,No Relay,854,195,3050,6
2023/05/16 16:41:55.141,1,8201A0FF,No Relay,854,159,3050,3
2023/05/16 16:41:55.250,1,82019F0C,No Relay,841,177,3120,3
2023/05/16 16:41:55.281,1,82019F0C,No Relay,841,162,3120,6
2023/05/16 16:41:55.390,1,82018DBB,No Relay,855,144,2940,3
2023/05/16 16:41:55.453,1,82019A5C,No Relay,834,168,3050,3
2023/05/16 16:41:55.484,1,82019A5C,No Relay,834,174,3050,6
2023/05/16 16:41:55.594,1,82019C9E,No Relay,854,126,2970,3
2023/05/16 16:41:55.609,1,82019C9E,No Relay,854,183,2970,6
2023/05/16 16:41:55.719,1,82019B41,No Relay,907,198,2940,6
2023/05/16 16:41:55.755,1,82019B41,No Relay,907,174,2940,3
2023/05/16 16:41:56.880,1,82019543,No Relay,912,159,2880,3
2023/05/16 16:41:57.114,1,82019CF3,No Relay,819,177,2690,6
2023/05/16 16:41:57.520,1,8201A0FF,No Relay,855,195,3050,6
2023/05/16 16:41:57.567,1,82019EBB,No Relay,830,216,2840,6
2023/05/16 16:41:57.583,1,82019EBB,No Relay,830,177,2840,3
2023/05/16 16:41:57.661,1,82018DBB,No Relay,856,138,2940,3
2023/05/16 16:41:57.723,1,82018DBB,No Relay,856,192,2940,6
2023/05/16 16:41:57.770,1,82019F0C,No Relay,842,177,3120,3
2023/05/16 16:41:57.786,1,82019F0C,No Relay,842,168,3120,6
2023/05/16 16:41:58.098,1,82019B41,No Relay,908,198,2940,6
2023/05/16 16:41:58.130,1,82019C9E,No Relay,855,120,2970,3
2023/05/16 16:41:58.286,1,82019C9E,No Relay,855,183,2970,6
2023/05/16 16:41:59.739,1,82019543,No Relay,913,210,2880,6
2023/05/16 16:41:59.755,1,82019543,No Relay,913,159,2880,3
2023/05/16 16:41:59.927,1,8201A0FF,No Relay,856,195,3050,6
2023/05/16 16:41:59.927,1,8201A0FF,No Relay,856,159,3050,3
2023/05/16 16:41:59.958,1,82019CF3,No Relay,820,180,2690,6
2023/05/16 16:42:00.286,1,82019EBB,No Relay,831,174,2830,3
2023/05/16 16:42:00.286,1,82019EBB,No Relay,831,216,2830,6
2023/05/16 16:42:00.567,1,82019F0C,No Relay,843,180,3120,3
2023/05/16 16:42:00.755,1,82019C9E,No Relay,856,183,2970,6
2023/05/16 16:42:00.802,1,82019C9E,No Relay,856,123,2970,3
2023/05/16 16:42:02.348,1,82019CF3,No Relay,821,180,2690,6
2023/05/16 16:42:02.364,1,82019CF3,No Relay,821,180,2690,3
2023/05/16 16:42:02.645,1,82019543,No Relay,914,207,2890,6
2023/05/16 16:42:03.004,1,82019EBB,No Relay,832,174,2830,3
2023/05/16 16:42:03.083,1,82019B41,No Relay,910,198,2940,6
2023/05/16 16:42:03.099,1,82019B41,No Relay,910,177,2940,3
2023/05/16 16:42:03.099,1,82019A5C,No Relay,837,174,3050,6
2023/05/16 16:42:03.208,1,82019A5C,No Relay,837,168,3050,3
2023/05/16 16:42:03.364,1,82019F0C,No Relay,844,168,3120,6
2023/05/16 16:42:03.411,1,82019C9E,No Relay,857,186,2970,6
2023/05/16 16:42:03.411,1,82019F0C,No Relay,844,177,3120,3
2023/05/16 16:42:03.568,1,82019CFB,No Relay,897,177,2690,3
2023/05/16 16:42:03.583,1,82019CFB,No Relay,897,174,2690,6
2023/05/16 16:42:04.807,1,82019CF3,No Relay,822,183,2690,6
2023/05/16 16:42:04.807,1,82019CF3,No Relay,822,177,2690,3
2023/05/16 16:42:05.041,1,8201A0FF,No Relay,858,195,3050,6
2023/05/16 16:42:05.057,1,8201A0FF,No Relay,858,162,3050,3
2023/05/16 16:42:05.198,1,82019543,No Relay,915,159,2880,3
2023/05/16 16:42:05.213,1,82019543,No Relay,915,207,2880,6
2023/05/16 16:42:05.619,1,82019EBB,No Relay,833,174,2830,3
2023/05/16 16:42:05.619,1,82019EBB,No Relay,833,213,2830,6
2023/05/16 16:42:05.682,1,82019B41,No Relay,911,198,2940,6
2023/05/16 16:42:05.697,1,82019B41,No Relay,911,177,2940,3
2023/05/16 16:42:05.838,1,82019A5C,No Relay,838,171,3050,3
2023/05/16 16:42:05.854,1,82019A5C,No Relay,838,180,3050,6
2023/05/16 16:42:05.869,1,82018DBB,No Relay,859,132,2960,3
2023/05/16 16:42:05.885,1,82018DBB,No Relay,859,192,2960,6
2023/05/16 16:42:06.119,1,82019CFB,No Relay,898,180,2690,3
2023/05/16 16:42:06.119,1,82019CFB,No Relay,898,174,2690,6
2023/05/16 16:42:06.276,1,82019C9E,No Relay,858,192,2970,6
2023/05/16 16:42:06.291,1,82019C9E,No Relay,858,135,2970,3
2023/05/16 16:42:07.401,1,82019CF3,No Relay,823,180,2690,3
2023/05/16 16:42:07.401,1,82019CF3,No Relay,823,180,2690,6
2023/05/16 16:42:07.869,1,82019543,No Relay,916,159,2880,3
2023/05/16 16:42:07.885,1,82019543,No Relay,916,207,2880,6
2023/05/16 16:42:08.307,1,82018DBB,No Relay,860,132,2940,3
2023/05/16 16:42:08.307,1,82019A5C,No Relay,839,171,3060,3
2023/05/16 16:42:08.307,1,82018DBB,No Relay,860,192,2940,6
2023/05/16 16:42:08.307,1,82019A5C,No Relay,839,177,3060,6
2023/05/16 16:42:08.479,1,82019CFB,No Relay,899,180,2690,3
2023/05/16 16:42:08.494,1,82019CFB,No Relay,899,171,2690,6
2023/05/16 16:42:08.494,1,82019EBB,No Relay,834,174,2830,3
2023/05/16 16:42:08.682,1,82019B41,No Relay,912,198,2940,6
2023/05/16 16:42:08.682,1,82019B41,No Relay,912,177,2940,3
2023/05/16 16:42:08.854,1,82019C9E,No Relay,859,132,2970,3
2023/05/16 16:42:08.869,1,82019C9E,No Relay,859,183,2970,6
2023/05/16 16:42:09.932,1,82019CF3,No Relay,824,180,2685,3
2023/05/16 16:42:09.932,1,82019CF3,No Relay,824,180,2685,6
2023/05/16 16:42:10.432,1,8201A0FF,No Relay,860,195,3050,6
2023/05/16 16:42:10.447,1,8201A0FF,No Relay,860,168,3050,3
2023/05/16 16:42:10.651,1,82019543,No Relay,917,159,2880,3
2023/05/16 16:42:11.041,1,82019EBB,No Relay,835,213,2840,6
2023/05/16 16:42:11.041,1,82019EBB,No Relay,835,174,2840,3
2023/05/16 16:42:11.135,1,82019CFB,No Relay,900,171,2685,6
2023/05/16 16:42:11.151,1,82019CFB,No Relay,900,180,2685,3
2023/05/16 16:42:11.244,1,82019F0C,No Relay,847,168,3120,6
2023/05/16 16:42:11.260,1,82019F0C,No Relay,847,177,3120,3
2023/05/16 16:42:11.354,1,82019B41,No Relay,913,177,2940,3
2023/05/16 16:42:11.369,1,82019B41,No Relay,913,195,2940,6
2023/05/16 16:42:13.151,1,82018DBB,No Relay,862,192,2950,6
2023/05/16 16:42:13.244,1,82018DBB,No Relay,862,123,2950,3
2023/05/16 16:42:13.354,1,82019A5C,No Relay,841,177,3050,6
2023/05/16 16:42:13.385,1,82019A5C,No Relay,841,168,3050,3
2023/05/16 16:42:13.541,1,82019543,No Relay,918,210,2880,6
2023/05/16 16:42:13.651,1,82019B41,No Relay,914,177,2940,3
2023/05/16 16:42:13.666,1,82019B41,No Relay,914,195,2940,6
2023/05/16 16:42:13.838,1,82019EBB,No Relay,836,213,2830,6
2023/05/16 16:42:13.838,1,82019F0C,No Relay,848,177,3120,3
2023/05/16 16:42:13.932,1,82019F0C,No Relay,848,168,3120,6
2023/05/16 16:42:14.822,1,82019CF3,No Relay,826,180,2690,6
2023/05/16 16:42:14.885,1,82019CF3,No Relay,826,183,2690,3
2023/05/16 16:42:15.854,1,82019A5C,No Relay,842,180,3050,6
2023/05/16 16:42:15.854,1,82019A5C,No Relay,842,171,3050,3
2023/05/16 16:42:16.010,1,8201A0FF,No Relay,862,195,3050,6
2023/05/16 16:42:16.057,1,82019543,No Relay,919,210,2880,6
2023/05/16 16:42:16.072,1,8201A0FF,No Relay,862,162,3050,3
2023/05/16 16:42:16.151,1,82018DBB,No Relay,863,192,2960,6
2023/05/16 16:42:16.354,1,82019B41,No Relay,915,198,2940,6
2023/05/16 16:42:16.385,1,82019EBB,No Relay,837,216,2830,6
2023/05/16 16:42:16.541,1,82019CFB,No Relay,902,174,2690,6
2023/05/16 16:42:16.588,1,82019F0C,No Relay,849,168,3120,6
2023/05/16 16:42:16.666,1,82019CFB,No Relay,902,177,2690,3
2023/05/16 16:42:16.682,1,82019F0C,No Relay,849,177,3120,3
2023/05/16 16:42:17.682,1,82019CF3,No Relay,827,180,2690,6
2023/05/16 16:42:18.619,1,82018DBB,No Relay,864,132,2940,3
2023/05/16 16:42:18.619,1,82018DBB,No Relay,864,192,2940,6
2023/05/16 16:42:18.666,1,82019A5C,No Relay,843,177,3050,6
2023/05/16 16:42:18.697,1,82019A5C,No Relay,843,171,3050,3
2023/05/16 16:42:18.838,1,82019B41,No Relay,916,195,2940,6
2023/05/16 16:42:18.838,1,82019B41,No Relay,916,177,2940,3
2023/05/16 16:42:18.869,1,82019EBB,No Relay,838,216,2830,6
2023/05/16 16:42:18.869,1,82019EBB,No Relay,838,174,2830,3
2023/05/16 16:42:19.072,1,82019F0C,No Relay,850,168,3120,6
2023/05/16 16:42:19.166,1,82019CFB,No Relay,903,177,2690,3
2023/05/16 16:42:19.166,1,82019CFB,No Relay,903,174,2690,6
2023/05/16 16:42:19.479,1,82019C9E,No Relay,863,135,2980,3
2023/05/16 16:42:20.354,1,82019CF3,No Relay,828,180,2690,3
2023/05/16 16:42:20.354,1,82019CF3,No Relay,828,180,2690,6
2023/05/16 16:42:21.244,1,82019B41,No Relay,917,177,2940,3
2023/05/16 16:42:21.244,1,82019B41,No Relay,917,195,2940,6
2023/05/16 16:42:21.291,1,82019A5C,No Relay,844,177,3050,6
2023/05/16 16:42:21.369,1,82019543,No Relay,921,159,2880,3
2023/05/16 16:42:21.447,1,82018DBB,No Relay,865,192,2940,6
2023/05/16 16:42:21.494,1,82019543,No Relay,921,207,2880,6
2023/05/16 16:42:21.604,1,82019EBB,No Relay,839,174,2840,3
2023/05/16 16:42:21.689,1,82019EBB,No Relay,839,213,2840,6
2023/05/16 16:42:21.892,1,82019F0C,No Relay,851,168,3120,6
2023/05/16 16:42:22.330,1,82019C9E,No Relay,864,183,2970,6
2023/05/16 16:42:22.330,1,82019C9E,No Relay,864,135,2970,3
2023/05/16 16:42:23.111,1,82019CF3,No Relay,829,180,2690,3
2023/05/16 16:42:23.127,1,82019CF3,No Relay,829,183,2690,6
2023/05/16 16:42:23.800,1,82019A5C,No Relay,845,171,3050,3
2023/05/16 16:42:23.831,1,82019A5C,No Relay,845,177,3050,6
